question,gold,qtype,topk_aic,topk_f1,topk_em,topk_tokens,mmr_aic,mmr_f1,mmr_em,mmr_tokens,focused_aic,focused_f1,focused_em,focused_tokens,answer_survival_aic,answer_survival_f1,answer_survival_em,answer_survival_tokens
"A kittel, or kitl, is what, traditionally worn by male Jews?",Burial shroud,,1,0.0,0.0,323,1,0.0,0.0,323,1,0.0,0.0,323,1,0.0,0.0,323
"Name the year - Norfolk farmer Tony Martin shootsand kills a 16 year old burglar in his farmhouse, UK fuel protesters almost bring the country to a standstill and Paula Yates and Robin Day both sadly die ?",2000,,1,0.0,0.0,510,1,0.0,0.0,506,1,0.0,0.0,510,1,0.0,0.0,510
"Livorno, Pisa and Siena are three of the largest cities in which Italian region?",TUSCANY,,0,0.0,0.0,495,0,0.0,0.0,495,0,0.0,0.0,495,0,0.0,0.0,495
From which continent does the world's smallest bear the Sun Bear originate?,(SOUTH EAST) ASIA,,0,0.0,0.0,401,0,0.0,0.0,401,0,0.0,0.0,401,0,0.0,0.0,401
"""El Gouna, known as the """"Venice of the Red Sea"""", is a holiday resort in which country?""",EGYPT,,1,0.0,0.0,511,1,0.0,0.0,495,1,0.0,0.0,511,1,0.0,0.0,491
"In physics, 'the rate of change of position' is a basic definition of what term?",Velocity,,0,0.0,0.0,493,1,0.0,0.0,512,0,0.0,0.0,493,1,0.0,0.0,472
"The city of Nizhny Novgorod was, from 1932 to 1990, named for which writer who was born there?",GORKY,,1,0.14285714285714288,0.0,410,1,0.14285714285714288,0.0,410,1,0.14285714285714288,0.0,410,1,0.14285714285714288,0.0,410
What was depicted on the reverse side of a pre-decimal halfpenny?,SHIP,,1,0.0,0.0,342,1,0.0,0.0,342,1,0.0,0.0,342,1,0.0,0.0,342
"The world's first publicly subscribed passenger railway, the Stockton and Darlington, opened in England with steam engines when?",1825,,1,0.125,0.0,490,1,0.125,0.0,510,1,0.125,0.0,496,1,0.125,0.0,492
In which year in the 20's did the General Strike occur,1926,,1,0.0,0.0,512,0,0.0,0.0,503,1,0.0,0.0,509,0,0.0,0.0,433
Which car company makes the 'X-Trail'?,Nissan,,1,0.6666666666666666,0.0,447,1,0.0,0.0,447,1,0.6666666666666666,0.0,447,1,0.0,0.0,447
Judith Keppel was the first winner of the top prize on which UK programme?,Who Wants To Be a Millionaire?,,1,0.0,0.0,504,1,0.0,0.0,510,1,0.0,0.0,504,1,0.0,0.0,496
What was the first song played on MTV on 1 August 1981?,"""""""Video Killed The Radio Star"""" by the Buggles""",,1,0.0,0.0,163,1,0.0,0.0,163,1,0.0,0.0,163,1,0.0,0.0,163
Which rider won the ladies European Three Day event Championship at Burghley in 1971?,PRINCESS ANNE,,1,0.0,0.0,509,1,0.0,0.0,500,1,0.0,0.0,509,0,0.0,0.0,499
What is the middle name of US actor Samuel L Jackson?,Leroy,,1,0.5,0.0,489,1,0.5,0.0,511,1,0.5,0.0,489,1,0.33333333333333337,0.0,504
To which family of birds do sparrows belong?,Passeridae,,1,0.2222222222222222,0.0,444,1,0.2222222222222222,0.0,444,1,0.2222222222222222,0.0,444,1,0.2222222222222222,0.0,444
What country has the largest Muslim population?,Indonesia,,1,0.0,0.0,505,1,0.0,0.0,506,1,0.0,0.0,505,1,0.0,0.0,505
"In the NATO phonetic alphabet, which word represents the letter I?",India,,1,0.0,0.0,502,1,0.0,0.0,510,1,0.0,0.0,510,1,0.0,0.0,493
In which city was Michael Jackson born?,"GARY, Indiana",,0,0.0,0.0,494,0,0.0,0.0,494,0,0.0,0.0,494,0,0.0,0.0,494
Which Canadian born  actress was the star in the movie Barb Wire?,Pamela Anderson,,1,0.5714285714285715,0.0,412,1,0.4,0.0,412,1,0.5714285714285715,0.0,412,1,0.5714285714285715,0.0,412
Which member of Led Zeppelin appeared at Glastonbury this year with his current band The Sensational Space Shifters?,Robert Plant,,1,0.0,0.0,510,1,0.0,0.0,476,1,0.0,0.0,506,1,0.0,0.0,506
What was the first name of the older sister of German-born diarist Anne Frank?,Margot,,1,0.0,0.0,481,1,0.0,0.0,504,1,0.0,0.0,499,1,0.0,0.0,511
What is the atomic number of Helium?,2,,1,0.0,0.0,436,1,0.0,0.0,436,1,0.0,0.0,436,1,0.0,0.0,436
"Introduced in 1908, for what does the B in the degree-equivalent course MBA stand?",BUSINESS,,1,0.0,0.0,359,1,0.0,0.0,359,1,0.0,0.0,359,1,0.0,0.0,359
In which year did children’s television show ‘Sesame Street’ debut on US television?,1969,,1,0.0,0.0,482,1,0.0,0.0,495,1,0.0,0.0,482,1,0.0,0.0,482
"Which county shares borders with Northumberland, County Durham, North Yorkshire and Lancashire?",CUMBRIA,,1,0.0,0.0,501,1,0.0,0.0,501,1,0.0,0.0,501,1,0.0,0.0,501
Nomophobia is the fear of being without or losing what?,Mobile phone,,1,0.0,0.0,488,1,0.0,0.0,494,1,0.0,0.0,488,1,0.0,0.0,501
Actress Brooke Shields was married to whom for 2 years from April 1997?,Andre Agassi,,1,0.0,0.0,505,1,0.0,0.0,503,1,0.0,0.0,505,1,0.0,0.0,494
"Which Arctic whale has a long, straight, helical tusk extending from its upper left jaw?",NARWHAL,,1,0.0,0.0,511,1,0.0,0.0,463,1,0.0,0.0,511,1,0.0,0.0,463
Captain Corelli's mandolin is a book a film set in which country,Greece,,0,0.0,0.0,493,0,0.0,0.0,502,0,0.0,0.0,493,0,0.0,0.0,493
"Which river runs through the cities of Basel, Strasbourg, Karlsruhe, Mainz, Koblenz, Bonn, Cologne, Dsseldorf, Arnhem, Utrecht and Rotterdam?",Rhine,,1,0.0,0.0,510,1,0.0,0.0,511,1,0.0,0.0,504,1,0.0,0.0,490
How many books in the Bible's Old Testament are included in the Catholic version but not in the Protestant one?,7,,0,0.0,0.0,512,0,0.0,0.0,507,0,0.0,0.0,510,0,0.0,0.0,499
Which modern musical instrument was developed from the shawm?,Oboe,,0,0.0,0.0,334,0,0.0,0.0,334,0,0.0,0.0,334,0,0.0,0.0,334
In what mountain range would you find the city of Tbilisi?,South Caucasus,,0,0.0,0.0,505,0,0.0,0.0,505,0,0.0,0.0,505,0,0.0,0.0,505
What is the common name of the Boeing CH47 Helicopter?,CHINOOK,,1,0.5,0.0,337,1,0.0,0.0,337,1,0.5,0.0,337,1,0.5,0.0,337
On which of the hills of ancient Rome were the main residences of the Caesars?,PALATINE,,1,0.0,0.0,500,1,0.0,0.0,436,1,0.0,0.0,500,1,0.0,0.0,500
"Skean dhu, kukri, and Bowie are all types of what?",Knives,,0,0.0,0.0,265,0,0.0,0.0,265,0,0.0,0.0,265,0,0.0,0.0,265
Which TV personality is the current Chief Scout?,Bear Grylls,,1,0.0,0.0,498,1,0.0,0.0,501,1,0.0,0.0,498,1,0.0,0.0,488
Which artist painted the 'Seagram Murals' which were originally commissioned by the Four Seasons Hotel in New York in 1958?,MARK ROTHKO,,1,0.0,0.0,435,1,0.0,0.0,435,1,0.0,0.0,435,1,0.0,0.0,435
"Now a part of Carnival Corporation, what shipping company commissioned and sailed the RMS Titanic?",White Star Line,,1,0.0,0.0,508,1,0.0,0.0,502,1,0.0,0.0,508,1,0.0,0.0,496
How old was Woody Herman when he founded his own orchestra?,13,,1,0.0,0.0,507,1,0.0,0.0,381,1,0.0,0.0,381,1,0.0,0.0,381
Who played the wife of Alf Garnett on TV?,DANDY NICHOLS,,1,0.0,0.0,510,1,0.0,0.0,505,1,0.0,0.0,510,1,0.0,0.0,490
Which Queen is buried in a chapel in the grounds of Sudeley Castle in Gloucestershire?,Catherine Parr,,1,0.041666666666666664,0.0,405,1,0.0,0.0,405,1,0.041666666666666664,0.0,405,1,0.0,0.0,405
The nictitating membrane is found on which part of animal’s body?,Eye,,1,0.0,0.0,446,1,0.0,0.0,446,1,0.0,0.0,446,1,0.0,0.0,446
"Which organisation was founded in Ontario, Canada in 1897 by Adelaide Hoodless?",WOMEN'S INSTITUTE,,1,0.1904761904761905,0.0,339,1,0.1904761904761905,0.0,339,1,0.1904761904761905,0.0,339,1,0.1904761904761905,0.0,339
What colour on the London underground map is the District Line,Green,,0,0.0,0.0,489,0,0.0,0.0,489,0,0.0,0.0,489,0,0.0,0.0,489
