question,gold,qtype,topk_aic,topk_f1,topk_em,topk_tokens,mmr_aic,mmr_f1,mmr_em,mmr_tokens,focused_aic,focused_f1,focused_em,focused_tokens,answer_survival_aic,answer_survival_f1,answer_survival_em,answer_survival_tokens
"Which year was the more recent engine series, the Honda K or Honda H, introduced?",2001,bridge,1,0.0,0.0,471,1,0.0,0.0,471,1,0.0,0.0,471,1,0.0,0.0,471
Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,Sam Phillips,bridge,1,0.0,0.0,443,1,0.0,0.0,443,1,0.0,0.0,443,1,0.0,0.0,443
What are some foods that may have been served at the Hawaiin Cottage?,"poi, Kalua pig, poke, lomi salmon, opihi, haupia",bridge,0,0.0,0.0,429,0,0.0,0.0,429,0,0.0,0.0,429,0,0.0,0.0,429
In what year was the coach who led the 2007 South Carolina Gamecocks football team in his third season as USC head coach born?,1945,bridge,1,0.0,0.0,469,1,0.0,0.0,469,1,0.0,0.0,469,1,0.0,0.0,469
What team did Travis Cortez Mays play on which currently compete in the Big 12 Conference.?,Texas Longhorns men's basketball team,bridge,0,0.16666666666666666,0.0,472,0,0.16666666666666666,0.0,472,0,0.16666666666666666,0.0,472,0,0.16666666666666666,0.0,472
"Which film does ""Naked Weapon"" follow in the ""Naked"" series?","""Naked Killer""",bridge,1,0.3333333333333333,0.0,426,1,0.3333333333333333,0.0,426,1,0.3333333333333333,0.0,426,1,0.3333333333333333,0.0,426
Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,bridge,1,0.0,0.0,444,1,0.0,0.0,444,1,0.0,0.0,444,1,0.0,0.0,444
"What mine was operated by Royal Oak Mines at at earlier date, Kemess Mine or Colomac Mine?",The Colomac Mine,comparison,1,0.0,0.0,417,1,0.0,0.0,417,1,0.0,0.0,417,1,0.0,0.0,417
Are The Man from Snowy River II and Miracle of the White Stallions filmed in different countries?,yes,comparison,0,0.0,0.0,475,0,0.0,0.0,475,0,0.0,0.0,475,0,0.0,0.0,475
Do Lush and P.O.D. both consist of four band members?,yes,comparison,0,0.0,0.0,374,0,0.0,0.0,374,0,0.0,0.0,374,0,0.0,0.0,374
What actor from the show Murphy Brown also had a role in a show with fellow actor Steve Howey? ,Christopher Rich,bridge,1,0.0,0.0,512,1,0.0,0.0,496,1,0.0,0.0,512,1,0.0,0.0,475
What year was Playford B Power Station permanently closed in by its Australian operator?,2015,bridge,1,0.0,0.0,427,1,0.0,0.0,427,1,0.0,0.0,427,1,0.0,0.0,427
Which English actor starred in the 1995 american romantic drama film The Scarlet Letter alongside Demi Moore and Robert Duvall?,Gary Oldman,bridge,1,0.0,0.0,464,1,0.0,0.0,464,1,0.0,0.0,464,1,0.0,0.0,464
"Which tennis player is older, Emilio Sánchez or Andrei Olhovskiy?",Emilio Ángel Sánchez Vicario,comparison,1,0.4210526315789474,0.0,415,1,0.4210526315789474,0.0,415,1,0.4210526315789474,0.0,415,1,0.4210526315789474,0.0,415
Henderson Executive Airport got its name in 1996 when it was purchased by Clark County to be used as a reliever airport for an airport named after what politican?,U.S. Senator Pat McCarran,bridge,0,0.058823529411764705,0.0,435,0,0.058823529411764705,0.0,435,0,0.058823529411764705,0.0,435,0,0.058823529411764705,0.0,435
"Where is the county seat for people living in Henderson Point, Mississippi?","Gulfport, Biloxi",bridge,1,0.0,0.0,344,1,0.0,0.0,344,1,0.0,0.0,344,1,0.0,0.0,344
Carrie Coon plays Margo Dunne in a 2014 film set in what state?,Missouri,bridge,1,0.0,0.0,444,1,0.0,0.0,444,1,0.0,0.0,444,1,0.0,0.0,444
What do both Spider-Man and Spider-Man in film have in comman,comic,bridge,1,0.0,0.0,496,1,0.0,0.0,496,1,0.0,0.0,496,1,0.0,0.0,496
"Which has more species, Sonerila or Scaevola?",Sonerila,comparison,1,0.0,0.0,326,1,0.0,0.0,326,1,0.0,0.0,326,1,0.0,0.0,326
"What party was Johan Henrik Deuntzer a part of before the party that translates to the ""Radical Left?""","Liberal ""Venstre"" party",bridge,1,0.0,0.0,511,1,0.0,0.0,512,1,0.0,0.0,511,1,0.0,0.0,498
What other film did the star of 127 Hours act in?,Pineapple Express,bridge,0,0.0,0.0,500,0,0.0,0.0,509,0,0.0,0.0,500,0,0.0,0.0,502
What school was the actress who appeared with Michelle Williams in the last play by Russian playwright Anton Chekhov attending when she was signed on for a talent holding deal?,Juilliard School,bridge,1,0.0,0.0,444,1,0.0,0.0,444,1,0.0,0.0,444,1,0.0,0.0,444
What is the capacity of the stadium that is the home ground of the Lahore Eagles?,"27,000",bridge,1,0.0,0.0,456,1,0.0,0.0,456,1,0.0,0.0,456,1,0.0,0.0,456
St Dionis Backchurch was rebuilt after a major conflagration that consumed how many parish churches?,87,bridge,1,0.0,0.0,364,1,0.0,0.0,364,1,0.0,0.0,364,1,0.0,0.0,364
"What career did the British actor born in 1965  and star of Lock, Stock and Two Smoking Barrels have before acting?",professional footballer,bridge,1,0.0,0.0,471,1,0.0,0.0,471,1,0.0,0.0,471,1,0.0,0.0,471
Curt Menefee is the host of the Fox network's NFL show with co-host Michael Anthony Strahan who spent his entire 15-year career with what team?,New York Giants,bridge,1,0.0,0.0,441,1,0.0,0.0,441,1,0.0,0.0,441,1,0.0,0.0,441
Lake Wales Ridge National Wildlife Refuge is on the US route that runs between a city in what Florida county?,Polk,bridge,1,0.0,0.0,500,1,0.0,0.0,500,1,0.0,0.0,500,1,0.0,0.0,500
"Which film director is younger, Robert Z. Leonard or Sinclair Hill?",Sinclair Hill,comparison,1,0.33333333333333337,0.0,370,1,0.33333333333333337,0.0,370,1,0.33333333333333337,0.0,370,1,0.33333333333333337,0.0,370
What city is between Normanby le Wold and the A46 Junction between Lincoln and Grimsby?,Caistor is a town,bridge,0,0.0,0.0,391,0,0.0,0.0,391,0,0.0,0.0,391,0,0.0,0.0,391
Milo Parker starred in which 2014 movie alongside Gillian Anderson?,Robot Overlords,bridge,1,0.0,0.0,358,1,0.0,0.0,358,1,0.0,0.0,358,1,0.0,0.0,358
The Lady Craved Excitement was a film that featured the British character actor originally of what nationality?,South African-born,bridge,1,0.0,0.0,416,1,0.0,0.0,416,1,0.0,0.0,416,1,0.0,0.0,416
...Ready for It? is a Taylor Swift song from the album scheduled to be released on what date?,"November 10, 2017",bridge,1,0.0,0.0,309,1,0.0,0.0,309,1,0.0,0.0,309,1,0.0,0.0,309
"Jal Pari, which translated in another language refers to which legendary creature which are sometimes associated with perilous events such as floods, storm,s shipwrecks, and drownings?",A mermaid,bridge,1,0.0,0.0,461,1,0.0,0.0,461,1,0.0,0.0,461,1,0.0,0.0,461
What is the brand who makes canned meats that had its own cook off in Austin until 2007?,Hormel Foods Corporation,bridge,1,0.0,0.0,442,1,0.0,0.0,442,1,0.0,0.0,442,1,0.0,0.0,442
"Multiculturalism in the Netherlands reached new heights following the murder in 2002, in part, with what Dutch politician, civil servant, socialogist and professor who formed his own party?","Wilhelmus Simon Petrus Fortuijn, known as Pim Fortuyn",bridge,1,0.3404255319148936,0.0,491,1,0.3404255319148936,0.0,491,1,0.3404255319148936,0.0,491,1,0.3404255319148936,0.0,491
"Which movie directed by James Gunn portrayed the fictional character, Ego the Living Planet?",Guardians of the Galaxy Vol. 2,bridge,0,0.0,0.0,451,0,0.0,0.0,451,0,0.0,0.0,451,0,0.0,0.0,451
Which film was not a 3D computer-animation Cars 3 or Smith!?,Smith!,comparison,1,0.0,0.0,466,1,0.0,0.0,466,1,0.0,0.0,466,1,0.0,0.0,466
The city that hosted the Olympics where Taiwan competed as Chinese Taipei is situated at the confluence of what two rivers?,Bow River and the Elbow River,bridge,1,0.0,0.0,431,1,0.0,0.0,431,1,0.0,0.0,431,1,0.0,0.0,431
Penny Rae Bridges starred in a television sitcom with what other actor?,Ben Savage,bridge,1,0.0,0.0,455,1,0.0,0.0,455,1,0.0,0.0,455,1,0.0,0.0,455
Were Ulrich Walter and Léopold Eyharts both from Germany?,no,comparison,1,0.0,0.0,418,1,0.0,0.0,418,1,0.0,0.0,418,1,0.0,0.0,418
"Who has a wider scope of profession, Christopher Guest or  Roman Karmen?",Christopher Haden-Guest,comparison,1,0.0,0.0,488,1,0.0,0.0,488,1,0.0,0.0,488,1,0.0,0.0,488
Giovanna d'Arco is an opera that was created by the composer of what nationality?,Italian,bridge,1,0.0,0.0,509,1,0.0,0.0,502,1,0.0,0.0,509,1,0.0,0.0,509
Kim Dong-won's directorial debut film was a sequal to what 2001 film?,"My Boss, My Hero",bridge,1,0.0,0.0,421,1,0.0,0.0,421,1,0.0,0.0,421,1,0.0,0.0,421
Millennium Greens were funded in part by a what type of lottery?,state-franchised,bridge,1,0.0,0.0,414,1,0.0,0.0,414,1,0.0,0.0,414,1,0.0,0.0,414
"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held? ",March and April,bridge,1,0.0,0.0,453,1,0.0,0.0,453,1,0.0,0.0,453,1,0.0,0.0,453
"Palm Springs lies in Palm Beach County, the third most populated county in its state. Which major U.S. city is it near?",Miami,bridge,1,0.0,0.0,488,1,0.0,0.0,488,1,0.0,0.0,488,1,0.0,0.0,488
Candace Flynn was voiced by the actress who achieved mainstream success on what show?,The Suite Life of Zack & Cody,bridge,1,0.0,0.0,448,1,0.0,0.0,448,1,0.0,0.0,448,1,0.0,0.0,448
"In regards to Value premium an expert argued that no value premium exisits, what did this expert found?",The Vanguard Group,bridge,0,0.0,0.0,502,0,0.0,0.0,495,0,0.0,0.0,502,0,0.0,0.0,472
Professor A. Selvanathan is a professor at a university that is public or private ?,public,bridge,1,0.1,0.0,510,1,0.1,0.0,511,1,0.1,0.0,510,1,0.1,0.0,482
Fighting Cock is produced in what Kentucky county?,Nelson County,bridge,1,0.0,0.0,397,1,0.0,0.0,397,1,0.0,0.0,397,1,0.0,0.0,397
"What was the official religion of the lands of the husband of Dorothea of Denmark, Duchess of Prussia?",Protestantism,bridge,1,0.0,0.0,488,1,0.0,0.0,509,1,0.0,0.0,497,1,0.0,0.0,499
Frank Blake's longtime protégé was also the chairman and CEO of what company in addition to The Home Depot?,Chrysler,bridge,1,0.0,0.0,370,1,0.0,0.0,370,1,0.0,0.0,370,1,0.0,0.0,370
Armie Hammer stars as Oliver in a film directed by who ?,Luca Guadagnino,bridge,1,0.0,0.0,412,1,0.0,0.0,412,1,0.0,0.0,412,1,0.0,0.0,412
In what city did the 23rd overall pick of the 2015 NHL Entry Draft helped the United States national junior team win a bronze medal?,"Helsinki, Finland",bridge,0,0.0,0.0,451,0,0.0,0.0,451,0,0.0,0.0,451,0,0.0,0.0,451
Mariana Kovacevic used horse placenta treatment to heal the captian of what team?,Ghanaian national team,bridge,1,0.0,0.0,462,1,0.0,0.0,462,1,0.0,0.0,462,1,0.0,0.0,462
"What instrument of war was only used by the President of the United States who was born in Lamar, Missouri?",nuclear weapons,bridge,1,0.0,0.0,507,1,0.0,0.0,511,1,0.0,0.0,496,1,0.0,0.0,496
Brian Olsen was the lst WEC heavyweight champion before the promotion company founded in what month purchased the organization?,January 2001,bridge,1,0.0,0.0,402,1,0.0,0.0,402,1,0.0,0.0,402,1,0.0,0.0,402
Mr. & Mrs. Mxyzptlk is an episode of the superhero TV series that originally aired on what network?,CBS,bridge,1,0.0,0.0,508,1,0.0,0.0,493,1,0.0,0.0,508,1,0.0,0.0,498
When was the singer of Miss Emily's Picture born?,"August 11, 1946",bridge,1,0.0,0.0,490,1,0.0,0.0,490,1,0.0,0.0,490,1,0.0,0.0,490
Kete Krachi is a town in what region?,Volta,bridge,1,0.14285714285714288,0.0,205,1,0.14285714285714288,0.0,205,1,0.14285714285714288,0.0,205,1,0.14285714285714288,0.0,205
