question,gold,qtype,topk_aic,topk_f1,topk_em,topk_tokens,mmr_aic,mmr_f1,mmr_em,mmr_tokens,focused_aic,focused_f1,focused_em,focused_tokens,answer_survival_aic,answer_survival_f1,answer_survival_em,answer_survival_tokens
How were some modern economic inequalities created?,forceful taking of property,,1,0.0,0.0,145,1,0.0,0.0,145,1,0.0,0.0,145,1,0.0,0.0,145
At what temperature will oxygen condense?,90.20 K,,1,0.0,0.0,100,1,0.0,0.0,100,1,0.0,0.0,100,1,0.0,0.0,100
What is the name of the American writer and satirist who is also a university alumni?,Kurt Vonnegut,,1,0.046511627906976744,0.0,89,1,0.046511627906976744,0.0,89,1,0.046511627906976744,0.0,89,1,0.046511627906976744,0.0,89
When did Dyrrachium  fall to the Normans?,1082,,1,0.6666666666666666,0.0,279,1,0.6666666666666666,0.0,279,1,0.6666666666666666,0.0,279,1,0.6666666666666666,0.0,279
Why are some forces due to that are impossible to model?,gradient of potentials,,1,0.3,0.0,109,1,0.3,0.0,109,1,0.3,0.0,109,1,0.3,0.0,109
What may a force on one part of an object affect?,other parts,,1,0.0,0.0,99,1,0.0,0.0,99,1,0.0,0.0,99,1,0.0,0.0,99
Who created the nation's first aviation community?,William Smilie,,1,0.3636363636363636,0.0,86,1,0.3636363636363636,0.0,86,1,0.3636363636363636,0.0,86,1,0.3636363636363636,0.0,86
What is a mechanism that can help plants block virus replication?,RNA silencing mechanisms,,1,0.3157894736842105,0.0,115,1,0.3157894736842105,0.0,115,1,0.3157894736842105,0.0,115,1,0.3157894736842105,0.0,115
Which country's imports became the de facto mass market leaders?,Japan,,1,0.0,0.0,82,1,0.0,0.0,82,1,0.0,0.0,82,1,0.0,0.0,82
What type of hypersensitivity is associated with allergies?,Type I,,1,0.2857142857142857,0.0,178,1,0.2857142857142857,0.0,178,1,0.2857142857142857,0.0,178,1,0.2857142857142857,0.0,178
What made emigration to these colonies attractive?,they were accepted and allowed to worship freely,,1,0.0,0.0,83,1,0.0,0.0,83,1,0.0,0.0,83,1,0.0,0.0,83
Who called for an agency to be created to be solely focused at undermining the Islamism ideology?,Christian Whiton,,1,0.0,0.0,108,1,0.0,0.0,108,1,0.0,0.0,108,1,0.0,0.0,108
"What foreign bodies, which are older than the rocks themselves, occur igneous rocks?",xenoliths,,1,0.18181818181818182,0.0,99,1,0.18181818181818182,0.0,99,1,0.18181818181818182,0.0,99,1,0.18181818181818182,0.0,99
What happened to the East India Trading Company in 1767?,exploitation,,1,0.0,0.0,87,1,0.0,0.0,87,1,0.0,0.0,87,1,0.0,0.0,87
Where did Maududi exert the most impact?,through his writing,,1,0.0,0.0,112,1,0.0,0.0,112,1,0.0,0.0,112,1,0.0,0.0,112
In what does the doctrine of legitimate expectations have roots?,the principles of legal certainty and good faith,,1,0.0,0.0,213,1,0.0,0.0,213,1,0.0,0.0,213,1,0.0,0.0,213
Who was the opposing party in the Runyon case?,McCrary,,1,0.0,0.0,87,1,0.0,0.0,87,1,0.0,0.0,87,1,0.0,0.0,87
What is the source of oxygen production through electrocatalytic means?,oxides and oxoacids,,1,0.0,0.0,165,1,0.0,0.0,165,1,0.0,0.0,165,1,0.0,0.0,165
What does it mean for a knot to be considered indecomposable?,it cannot be written as the knot sum of two nontrivial knots,,1,0.15384615384615385,0.0,142,1,0.15384615384615385,0.0,142,1,0.15384615384615385,0.0,142,1,0.15384615384615385,0.0,142
What must the integer m be less than or equal to when performing trial division?,less than or equal to the square root of n,,1,0.375,0.0,171,1,0.375,0.0,171,1,0.375,0.0,171,1,0.375,0.0,171
What century did the Normans first gain their separate identity?,10th century,,1,0.0,0.0,113,1,0.0,0.0,113,1,0.0,0.0,113,1,0.0,0.0,113
What set is a seat added to after being allocated?,constituency seats,,1,0.1904761904761905,0.0,105,1,0.1904761904761905,0.0,105,1,0.1904761904761905,0.0,105,1,0.1904761904761905,0.0,105
What are the two symbols that signify pharmacy in English-speaking countries?,the mortar and pestle and the ℞ (recipere) character,,1,0.0,0.0,124,1,0.0,0.0,124,1,0.0,0.0,124,1,0.0,0.0,124
What part of the innate immune system identifies microbes and triggers immune response?,pattern recognition receptors,,1,0.0,0.0,110,1,0.0,0.0,110,1,0.0,0.0,110,1,0.0,0.0,110
"In considering Turing machines and alternate variables, what measurement left unaffected by conversion between machine models? ",computational power,,1,0.0,0.0,62,1,0.0,0.0,62,1,0.0,0.0,62,1,0.0,0.0,62
What military impact did Huguenot immigration have on Frederick's army?,Huguenots furnished two new regiments,,1,0.33333333333333337,0.0,162,1,0.33333333333333337,0.0,162,1,0.33333333333333337,0.0,162,1,0.33333333333333337,0.0,162
What is the comparison in price between Australian private schools versus public?,more expensive,,1,0.0,0.0,115,1,0.0,0.0,115,1,0.0,0.0,115,1,0.0,0.0,115
In 1785 James Hutton presented what paper to the Royal Society of Edinburgh?,Theory of the Earth,,1,0.35294117647058826,0.0,94,1,0.35294117647058826,0.0,94,1,0.35294117647058826,0.0,94,1,0.35294117647058826,0.0,94
Comb like bands of cilia are called what?,ctenes,,1,0.0,0.0,92,1,0.0,0.0,92,1,0.0,0.0,92,1,0.0,0.0,92
Who is the UK's largest digital subscription television company?,BSkyB,,1,0.0,0.0,78,1,0.0,0.0,78,1,0.0,0.0,78,1,0.0,0.0,78
Combs are called what?,"also called ""ctenes"" or ""comb plates",,1,0.2222222222222222,0.0,207,1,0.2222222222222222,0.0,207,1,0.2222222222222222,0.0,207,1,0.2222222222222222,0.0,207
Microplates squeezing and rotating created the features of what?,Mediterranean geography,,1,0.0,0.0,160,1,0.0,0.0,160,1,0.0,0.0,160,1,0.0,0.0,160
"Besides cultural events, what other tourist attraction does Victoria have?",sports,,1,0.11764705882352941,0.0,80,1,0.11764705882352941,0.0,80,1,0.11764705882352941,0.0,80,1,0.11764705882352941,0.0,80
What are the agents detected by the immune system called?,pathogens,,1,0.0,0.0,102,1,0.0,0.0,102,1,0.0,0.0,102,1,0.0,0.0,102
How many homes had BSkyB's direct-to-home satellite service available to them in 2010?,10 million,,1,0.17391304347826084,0.0,87,1,0.17391304347826084,0.0,87,1,0.17391304347826084,0.0,87,1,0.17391304347826084,0.0,87
"the Great Internet Mersenne Prime Search, what was the prize for finding a prime with at least 10 million digits?","US$100,000",,1,0.08695652173913045,0.0,135,1,0.08695652173913045,0.0,135,1,0.08695652173913045,0.0,135,1,0.08695652173913045,0.0,135
"Along with solar, coal and nuclear, what sort of plants notable use the Rankine process?",biomass,,1,0.19999999999999998,0.0,129,1,0.19999999999999998,0.0,129,1,0.19999999999999998,0.0,129,1,0.19999999999999998,0.0,129
What modern company has been notably working on a steam engine using modern materials?,Energiprojekt AB,,1,0.21052631578947367,0.0,86,1,0.21052631578947367,0.0,86,1,0.21052631578947367,0.0,86,1,0.21052631578947367,0.0,86
What type of architecture is the Palace of Four Windows an impressive example of?,rococo,,1,0.0,0.0,150,1,0.0,0.0,150,1,0.0,0.0,150,1,0.0,0.0,150
