question,gold,qtype,topk_aic,topk_f1,topk_em,topk_tokens,mmr_aic,mmr_f1,mmr_em,mmr_tokens,focused_aic,focused_f1,focused_em,focused_tokens,answer_survival_aic,answer_survival_f1,answer_survival_em,answer_survival_tokens
Who is Myat Phaya's maternal grandmother?,Hsinbyumashin,inference,1,0.0,0.0,379,1,0.0,0.0,381,1,0.0,0.0,379,1,0.0,0.0,379
Who is Badi-Al Zaman Mirza Safavi's mother-in-law?,Sultan-Agha Khanum,inference,0,0.0,0.0,375,0,0.0,0.0,373,0,0.0,0.0,375,0,0.0,0.0,375
"Which film was released more recently, Secret Of St. Job Forest or Kenny Begins?",Kenny Begins,comparison,1,0.0,0.0,374,1,0.0,0.0,384,1,0.0,0.0,374,1,0.0,0.0,360
"Who is Eleanor Of Aragon, Countess Of Toulouse's paternal grandfather?",Ramon Berenguer IV,inference,1,0.0,0.0,361,1,0.0,0.0,359,1,0.0,0.0,361,1,0.0,0.0,356
"Do the movies Before The Streets and Buchanan Rides Alone, originate from the same country?",no,comparison,1,0.0,0.0,290,1,0.0,0.0,290,1,0.0,0.0,290,1,0.0,0.0,290
Where was the place of death of the director of film Curse Of The Crimson Altar?,"Durban, South Africa",compositional,0,0.0,0.0,378,0,0.0,0.0,378,0,0.0,0.0,378,0,0.0,0.0,378
"Which film was released more recently, The Singing Fool or La Ragazzola?",La Ragazzola,comparison,1,0.33333333333333337,0.0,323,1,0.0,0.0,323,1,0.33333333333333337,0.0,323,1,0.0,0.0,323
"Which film has the director who died earlier, Naa Mechida Huduga or The Countess Died Of Laughter?",The Countess Died Of Laughter,bridge_comparison,1,0.0,0.0,363,1,0.0,0.0,363,1,0.0,0.0,363,1,0.0,0.0,363
Who is the paternal grandfather of Margaret Drummond (Mistress)?,Sir Malcolm Drummond of Cargill,inference,1,0.0888888888888889,0.0,381,1,0.14814814814814814,0.0,381,1,0.0888888888888889,0.0,381,1,0.14814814814814814,0.0,381
"Who is the paternal grandmother of Edward Despenser, 1St Baron Despenser?",Eleanor de Clare,inference,1,0.0,0.0,380,1,0.0,0.0,368,1,0.0,0.0,380,1,0.0,0.0,371
"Which film has the director who was born first, Angel And The Badman or Happy Days In Aranjuez?",Happy Days In Aranjuez,bridge_comparison,1,0.0,0.0,371,1,0.3076923076923077,0.0,363,1,0.0,0.0,371,1,0.0,0.0,358
Where was the place of burial of Marie-Louise Loubet's husband?,Montélimar,compositional,0,0.0,0.0,376,0,0.0,0.0,376,0,0.0,0.0,376,0,0.0,0.0,376
"Which film whose director is younger, The Last Face or The Jackhammer Massacre?",The Last Face,bridge_comparison,1,0.0,0.0,377,1,0.0,0.0,380,1,0.0,0.0,377,1,0.0,0.0,352
"Which film whose director was born first, Maker Of Men or Kentucky Kernels?",Maker Of Men,bridge_comparison,1,0.0,0.0,342,1,0.0,0.0,342,1,0.0,0.0,342,1,0.0,0.0,342
Who is the father of the performer of song Don'T Touch My Hair?,Mathew Knowles,compositional,1,0.0,0.0,377,1,0.0,0.0,368,1,0.0,0.0,377,1,0.0,0.0,375
Where did the director of film Desolation Angels (1995 Film) graduate from?,State University of New York at Purchase,compositional,1,0.0,0.0,343,1,0.0,0.0,343,1,0.0,0.0,343,1,0.0,0.0,343
What is the place of birth of the director of film I'M Not Mata Hari?,Madrid,compositional,1,0.0,0.0,352,1,0.0,0.0,352,1,0.0,0.0,352,1,0.0,0.0,352
What is the award that the director of film Napoleon (1995 Film) got?,Emmy Award,compositional,1,0.0,0.0,360,1,0.0,0.0,378,1,0.0,0.0,360,1,0.0,0.0,360
"Which film has the director who was born first, The Girl In 419 or Dunked In The Deep?",The Girl In 419,bridge_comparison,1,0.0,0.0,310,1,0.0,0.0,310,1,0.0,0.0,310,1,0.0,0.0,310
Was Recep Çetin or Kim Ho born first?,Kim Ho,comparison,1,1.0,1.0,360,1,1.0,1.0,360,1,1.0,1.0,360,1,1.0,1.0,360
Who is Robert Vere Buxton's paternal grandfather?,"Sir Edward Buxton, 2nd Baronet",inference,1,0.19999999999999998,0.0,306,1,0.19999999999999998,0.0,306,1,0.19999999999999998,0.0,306,1,0.19999999999999998,0.0,306
Where was the place of burial of Dovid Bornsztain's father?,Sochaczew,compositional,0,0.0,0.0,382,0,0.0,0.0,381,0,0.0,0.0,382,0,0.0,0.0,379
Who was born first out of Ole Jakobsen and Finnbjörn Þorvaldsson?,Finnbjörn Þorvaldsson,comparison,1,0.0,0.0,333,1,0.0,0.0,333,1,0.0,0.0,333,1,0.0,0.0,333
"Who was born later, Brahima Cissé or Väinö Malmivaara?",Brahima Cissé,comparison,1,1.0,1.0,356,1,1.0,1.0,370,1,1.0,1.0,356,1,1.0,1.0,354
Are The Untouchables (Film) and Meeting Venus from the same country?,yes,comparison,0,0.0,0.0,378,0,0.0,0.0,378,0,0.0,0.0,378,0,0.0,0.0,378
Who is the spouse of the director of film The Golden Calf (1930 Film)?,Mary Eaton,compositional,0,0.0,0.0,380,0,0.0,0.0,373,0,0.0,0.0,380,0,0.0,0.0,380
"Who is Princess Adrienne, Duchess Of Blekinge's mother?","Princess Madeleine, Duchess of Hälsingland and Gästrikland",inference,1,0.2941176470588235,0.0,373,1,0.2941176470588235,0.0,373,1,0.2941176470588235,0.0,373,1,0.2941176470588235,0.0,373
"Which film was released more recently, Daredevil'S Time or Paid In Error?",Daredevil'S Time,comparison,1,1.0,1.0,325,1,1.0,1.0,325,1,1.0,1.0,325,1,1.0,1.0,325
Where was the place of death of Teresa D'Entença's husband?,Barcelona,compositional,1,0.0,0.0,374,1,0.0,0.0,381,1,0.0,0.0,374,1,0.0,0.0,378
"Which film whose director is younger, I Was A Student At Heidelberg or Deadly Eyes?",Deadly Eyes,bridge_comparison,1,0.0,0.0,361,1,0.0,0.0,350,1,0.0,0.0,361,1,0.0,0.0,350
Where does the director of film Man At Bath work at?,Cahiers du cinéma,compositional,0,0.0,0.0,367,0,0.0,0.0,377,0,0.0,0.0,367,0,0.0,0.0,367
Where did the director of film The Marihuana Story die?,Madrid,compositional,0,0.0,0.0,309,0,0.0,0.0,309,0,0.0,0.0,309,0,0.0,0.0,309
"Which film came out earlier, Hell And Back Again or Buster & Chauncey'S Silent Night?",Buster & Chauncey'S Silent Night,comparison,1,1.0,1.0,357,1,1.0,1.0,357,1,1.0,1.0,357,1,1.0,1.0,357
Where was the husband of Emily Davenport born?,"Williamstown, Vermont",compositional,1,0.08,0.0,340,1,0.08,0.0,340,1,0.08,0.0,340,1,0.08,0.0,340
What is the place of birth of the director of film Dollar (1938 Film)?,Helsingfors,compositional,0,0.0,0.0,363,0,0.0,0.0,363,0,0.0,0.0,363,0,0.0,0.0,363
"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",The Man With The Glass Eye,bridge_comparison,1,0.23529411764705882,0.0,372,1,0.23529411764705882,0.0,363,1,0.23529411764705882,0.0,372,1,0.23529411764705882,0.0,346
"Which film has the director died earlier, The Nun And The Devil or Aladdin'S Other Lamp?",Aladdin'S Other Lamp,bridge_comparison,1,1.0,1.0,362,1,1.0,1.0,370,1,1.0,1.0,362,1,1.0,1.0,362
Who is Shamsher Bahadur I (Krishna Rao)'s maternal grandfather?,Chhatrasal,inference,1,0.0,0.0,347,1,0.0,0.0,347,1,0.0,0.0,347,1,0.0,0.0,347
"Who died later, Giovanni Dei Conti Di Segni or Sakari Simelius?",Sakari Simelius,comparison,1,0.0,0.0,377,1,0.0,0.0,367,1,0.0,0.0,377,1,0.0,0.0,365
Who is the child of the director of film Anna (1970 Film)?,Johan Donner,compositional,1,0.07692307692307693,0.0,328,1,0.07692307692307693,0.0,328,1,0.07692307692307693,0.0,328,1,0.07692307692307693,0.0,328
Where was the director of film Everybody'S Woman born?,Saarbrücken,compositional,0,0.0,0.0,362,0,0.0,0.0,362,0,0.0,0.0,362,0,0.0,0.0,362
"What is the date of death of George Tryon, 1St Baron Tryon's father?",22 June 1893,compositional,1,0.0,0.0,376,1,0.0,0.0,382,1,0.0,0.0,376,1,0.0,0.0,357
What is the cause of death of performer of song Just Playing (Dreams)?,drive-by shooting,compositional,1,0.0,0.0,379,1,0.0,0.0,382,1,0.0,0.0,379,1,0.0,0.0,364
Where was the place of death of Flavia Domitilla (Saint)'s husband?,Roman,compositional,1,0.0,0.0,342,1,0.0,0.0,342,1,0.0,0.0,342,1,0.0,0.0,342
"Which album came out first, Bare Wires or Dead Vent 7?",Bare Wires,comparison,1,0.0,0.0,246,1,0.0,0.0,246,1,0.0,0.0,246,1,0.0,0.0,246
"Do the movies Beyond The Reach and Mondovino, originate from the same country?",yes,comparison,0,0.0,0.0,332,0,0.0,0.0,332,0,0.0,0.0,332,0,0.0,0.0,332
Why did Edward Despenser (Died 1342)'s father die?,"hanged, drawn and quartered",compositional,0,0.0,0.0,381,1,0.0,0.0,375,0,0.0,0.0,381,0,0.0,0.0,365
Where was the father of Clara Maria Of Pomerania-Barth born?,Wolgast,compositional,1,0.0,0.0,382,1,0.0,0.0,384,1,0.0,0.0,382,1,0.0,0.0,381
Are both Son Of Rambow and From Bedrooms To Billions from the same country?,yes,comparison,0,0.0,0.0,383,0,0.0,0.0,382,0,0.0,0.0,383,0,0.0,0.0,383
Who is the maternal grandfather of Antiochus X Eusebes?,Ptolemy IX Lathyros,inference,0,0.28571428571428575,0.0,314,0,0.0,0.0,314,0,0.28571428571428575,0.0,314,0,0.0,0.0,314
Are Four Eyed Monsters and Joseph And The Amazing Technicolor Dreamcoat (Film) from the same country?,no,comparison,1,0.0,0.0,365,1,0.0,0.0,371,1,0.0,0.0,365,1,0.0,0.0,363
Who was born first out of Peter Haslop and Barbara Nawratowicz?,Barbara Nawratowicz,comparison,1,0.0,0.0,313,1,0.0,0.0,313,1,0.0,0.0,313,1,0.0,0.0,313
Where was the mother of Adela Of Pfalzel born?,Trier,compositional,1,0.0,0.0,370,1,0.0,0.0,370,1,0.0,0.0,370,1,0.0,0.0,370
"Where was the place of burial of Ælfgar, Earl Of Mercia's mother?",Coventry,compositional,1,0.0,0.0,382,1,0.0,0.0,377,1,0.0,0.0,382,1,0.0,0.0,374
